raceId,year,circuitId,name_x,date,quali_date,driverId,constructorId,grid,points,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,qualifyId,number_y,position_y,q1,q2,q3,code,constructorRef,circuitRef,name,location,country,lat,lng,alt
1074,2022,3,Bahrain Grand Prix,2022-03-20,2022-03-19,1,131,5,15.0,5863259,53,5,1:36.228,202.469,1,9180,44,5,1:32.285,1:31.048,1:31.238,HAM,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1052,2021,3,Bahrain Grand Prix,2021-03-28,2021-03-27,1,131,2,25.0,5523897,44,4,1:34.015,207.235,1,8736,44,2,1:30.617,1:30.085,1:29.385,HAM,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1098,2023,3,Bahrain Grand Prix,2023-03-05,2023-03-04,1,131,7,10.0,5687713,36,10,1:36.546,201.802,1,9639,44,7,1:31.543,1:30.513,1:30.384,HAM,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,30,131,7,8.0,6004559,45,11,2:00.204,188.649,1,3332,3,7,1:55.593,1:55.105,1:55.524,MSC,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,30,131,22,1.0,5782480,39,13,1:38.128,198.548,1,5055,7,18,1:34.865,\N,\N,MSC,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,822,131,1,15.0,5653771,33,5,1:34.087,207.076,1,7180,77,1,1:31.041,1:29.555,1:28.769,BOT,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,822,131,3,18.0,5522639,22,1,1:33.740,207.842,1,7562,77,3,1:29.275,1:28.794,1:28.124,BOT,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1011,2019,3,Bahrain Grand Prix,2019-03-31,2019-03-30,822,131,4,18.0,5664275,42,3,1:34.209,206.808,1,7983,77,4,1:29.498,1:28.830,1:28.256,BOT,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1045,2020,3,Bahrain Grand Prix,2020-11-29,2020-11-28,822,131,2,4.0,10807195,28,4,1:33.352,208.706,1,8676,77,2,1:28.767,1:28.063,1:27.553,BOT,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1046,2020,3,Sakhir Grand Prix,2020-12-06,2020-12-05,822,131,1,4.0,5490503,60,2,0:56.563,225.497,1,8695,77,1,0:53.904,0:53.803,0:53.377,BOT,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1052,2021,3,Bahrain Grand Prix,2021-03-28,2021-03-27,822,131,3,16.0,5561280,56,1,1:32.090,211.566,1,8737,77,3,1:31.200,1:30.186,1:29.586,BOT,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1046,2020,3,Sakhir Grand Prix,2020-12-06,2020-12-05,847,131,2,3.0,5493670,80,1,0:55.404,230.214,1,8696,63,2,0:54.160,0:53.819,0:53.403,RUS,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1074,2022,3,Bahrain Grand Prix,2022-03-20,2022-03-19,847,131,9,12.0,5864795,56,6,1:36.302,202.313,1,9184,63,9,1:32.269,1:31.252,1:32.216,RUS,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1098,2023,3,Bahrain Grand Prix,2023-03-05,2023-03-04,847,131,6,6.0,5692609,33,17,1:37.221,200.401,1,9638,63,6,1:31.057,1:30.507,1:30.340,RUS,mercedes,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,67,5,16,0.0,\N,38,20,1:36.473,201.954,11,3062,12,17,1:33.753,\N,\N,BUE,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,67,5,15,0.0,\N,41,10,2:00.080,188.844,10,3340,16,15,1:56.189,1:56.265,\N,BUE,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,7,5,20,0.0,5586987,30,9,1:35.410,204.205,1,3065,11,20,1:34.159,\N,\N,BOU,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,7,5,15,0.0,\N,33,15,1:35.333,204.369,11,59,14,15,1:33.415,1:32.915,\N,BOU,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,20,5,19,0.0,\N,\N,\N,\N,\N,5,63,15,19,1:33.562,\N,\N,VET,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,153,5,18,0.0,6053052,28,8,1:59.964,189.026,1,3343,17,18,1:57.071,\N,\N,ALG,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,24,5,18,0.0,\N,23,13,1:35.723,203.537,9,430,18,18,1:34.024,\N,\N,LIU,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
53,2006,3,Bahrain Grand Prix,2006-03-12,2006-03-11,24,5,15,0.0,5472202,26,12,1:33.480,208.421,1,757,20,15,1:34.439,1:33.416,\N,LIU,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,26,5,19,0.0,\N,\N,\N,\N,\N,4,431,19,19,1:34.333,\N,\N,SPE,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
53,2006,3,Bahrain Grand Prix,2006-03-12,2006-03-11,26,5,16,0.0,\N,45,9,1:33.108,209.253,11,758,21,16,1:33.995,1:34.606,\N,SPE,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,817,5,6,0.0,\N,42,8,1:37.903,199.005,11,5043,16,6,1:33.988,1:33.556,1:32.912,RIC,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,817,5,13,0.0,\N,51,21,1:39.579,195.655,11,5520,19,13,1:34.120,1:33.974,\N,RIC,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,818,5,17,0.0,5804713,43,4,1:37.058,200.737,1,5056,17,19,1:35.014,\N,\N,VER,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,818,5,16,0.0,\N,4,22,1:43.107,188.960,29,5523,18,16,1:34.314,1:34.284,\N,VER,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,818,5,14,0.0,\N,16,19,1:41.650,191.669,31,5917,25,14,1:35.815,1:35.286,\N,VER,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,826,5,12,0.0,6024085,12,15,1:40.160,194.520,1,5916,26,13,1:35.395,1:35.145,\N,KVY,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,826,5,11,0.0,\N,45,9,1:34.985,205.118,11,7190,26,11,1:31.531,1:30.923,\N,KVY,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1011,2019,3,Bahrain Grand Prix,2019-03-31,2019-03-30,826,5,15,0.0,\N,40,5,1:34.934,205.228,11,7994,26,15,1:29.876,1:29.854,\N,KVY,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
929,2015,3,Bahrain Grand Prix,2015-04-19,2015-04-18,832,5,9,0.0,\N,13,17,1:40.651,193.571,5,6374,55,9,1:35.371,1:34.641,1:34.462,SAI,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
949,2016,3,Bahrain Grand Prix,2016-04-03,2016-04-02,832,5,11,0.0,\N,22,18,1:38.408,197.983,31,6715,55,11,1:31.716,1:31.816,\N,SAI,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,832,5,16,0.0,\N,8,18,1:38.026,198.755,4,7195,55,16,1:32.118,\N,\N,SAI,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
929,2015,3,Bahrain Grand Prix,2015-04-19,2015-04-18,830,5,15,0.0,\N,32,16,1:39.607,195.600,10,6380,33,15,1:35.611,1:35.103,\N,VER,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
949,2016,3,Bahrain Grand Prix,2016-04-03,2016-04-02,830,5,10,8.0,5695625,49,7,1:35.504,204.004,1,6714,33,10,1:31.888,1:31.772,\N,VER,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,842,5,5,12.0,5584174,46,11,1:34.863,205.382,1,7565,10,6,1:30.121,1:29.836,1:29.329,GAS,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,843,5,11,0.0,\N,42,8,1:34.563,206.034,11,7570,28,11,1:30.412,1:30.105,\N,HAR,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
1011,2019,3,Bahrain Grand Prix,2019-03-31,2019-03-30,848,5,12,2.0,5723992,39,16,1:36.752,201.372,1,7991,23,12,1:29.514,1:29.513,\N,ALB,toro_rosso,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,16,10,19,0.0,\N,28,18,1:36.219,202.488,11,3061,20,16,1:33.722,\N,\N,SUT,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,16,10,20,0.0,\N,55,18,1:35.442,204.136,12,64,20,20,1:33.845,\N,\N,SUT,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,16,10,10,0.0,6043354,49,2,1:59.393,189.930,1,3335,14,10,1:55.213,1:54.996,1:56.309,SUT,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,16,10,6,0.0,5837217,44,2,1:37.070,200.712,1,5515,15,8,1:34.048,1:33.378,1:33.246,SUT,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,21,10,17,0.0,\N,9,19,1:36.376,202.158,11,3063,21,18,1:33.910,\N,\N,FIS,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,21,10,18,0.0,\N,56,11,1:35.057,204.963,11,62,21,18,1:33.501,\N,\N,FIS,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,24,10,12,2.0,6013404,39,7,1:59.906,189.118,1,3337,15,12,1:55.628,1:55.623,\N,LIU,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,807,10,13,0.0,5787529,46,17,1:38.312,198.177,1,5050,12,13,1:34.601,1:33.807,\N,HUL,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,807,10,11,10.0,6011397,37,3,1:38.785,197.228,1,5915,27,12,1:34.874,1:35.116,\N,HUL,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
929,2015,3,Bahrain Grand Prix,2015-04-19,2015-04-18,807,10,8,0.0,\N,40,10,1:38.653,197.492,11,6373,27,8,1:35.653,1:34.613,1:34.450,HUL,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
949,2016,3,Bahrain Grand Prix,2016-04-03,2016-04-02,807,10,8,0.0,\N,53,4,1:35.188,204.681,11,6712,27,8,1:31.987,1:31.604,1:31.620,HUL,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,814,10,10,8.0,5768533,41,18,1:38.372,198.056,1,5047,11,10,1:36.624,1:33.510,\N,DIR,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,814,10,5,12.0,5782225,57,12,1:38.336,198.128,1,5514,14,7,1:33.762,1:33.335,1:33.235,DIR,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,815,10,4,15.0,6006810,36,7,1:39.320,196.165,1,5908,11,5,1:34.998,1:34.747,1:34.346,PER,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
929,2015,3,Bahrain Grand Prix,2015-04-19,2015-04-18,815,10,11,4.0,\N,39,8,1:38.338,198.124,11,6376,11,11,1:35.451,1:34.704,\N,PER,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
949,2016,3,Bahrain Grand Prix,2016-04-03,2016-04-02,815,10,18,0.0,\N,39,10,1:36.067,202.808,11,6722,11,18,1:32.911,\N,\N,PER,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,815,10,18,6.0,5695980,39,7,1:34.609,205.933,1,7197,11,18,1:32.318,\N,\N,PER,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,815,10,12,0.0,\N,32,17,1:35.266,204.513,11,7571,11,12,1:30.218,1:30.156,\N,PER,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,839,10,14,1.0,5729085,39,11,1:35.179,204.700,1,7193,31,14,1:31.774,1:31.684,\N,OCO,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,839,10,8,1.0,\N,38,12,1:35.043,204.993,11,7568,31,9,1:30.338,1:30.009,1:29.874,OCO,force_india,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,16,12,20,0.0,\N,45,19,1:36.772,201.330,14,432,20,20,1:35.280,\N,\N,SUT,spyker,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,27,12,22,0.0,\N,40,20,1:37.184,200.477,12,434,12,22,1:35.533,\N,\N,ALB,spyker,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,16,15,22,0.0,\N,9,20,1:41.791,191.403,4,5921,99,18,1:36.840,\N,\N,SUT,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
92,2004,3,Bahrain Grand Prix,2004-04-04,2004-04-03,21,15,11,0.0,\N,40,12,1:32.329,211.214,11,4131,11,11,1:31.731,\N,\N,FIS,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
73,2005,3,Bahrain Grand Prix,2005-04-03,2005-04-02,13,15,12,2.0,\N,40,12,1:33.326,208.764,11,4472,12,12,1:30.933,1:34.269,\N,MAS,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
92,2004,3,Bahrain Grand Prix,2004-04-04,2004-04-03,13,15,13,0.0,\N,44,15,1:32.690,210.391,11,4133,12,13,1:32.536,\N,\N,MAS,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,155,15,16,0.0,\N,4,20,2:05.044,181.347,9,3341,23,16,1:56.541,1:56.270,\N,KOB,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,155,15,12,0.0,5801324,54,2,1:36.700,201.480,1,5049,14,12,1:34.131,1:33.806,\N,KOB,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
73,2005,3,Bahrain Grand Prix,2005-04-03,2005-04-02,35,15,15,0.0,\N,24,14,1:33.458,208.470,22,4476,11,16,1:32.318,1:35.665,\N,VIL,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,37,15,14,0.0,\N,27,16,2:01.650,186.406,9,3339,22,14,1:56.428,1:56.237,\N,DLR,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,807,15,14,0.0,5833431,43,15,1:38.770,197.258,1,5521,11,14,1:34.409,1:33.976,\N,HUL,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,815,15,8,0.0,5783692,39,14,1:38.146,198.512,1,5045,15,8,1:33.814,1:33.660,1:33.394,PER,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,821,15,22,0.0,\N,45,10,1:38.202,198.399,11,5525,12,18,1:34.730,\N,\N,GUT,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,821,15,15,0.0,\N,32,16,1:40.698,193.481,4,5918,21,15,1:36.567,1:35.891,\N,GUT,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
929,2015,3,Bahrain Grand Prix,2015-04-19,2015-04-18,828,15,13,0.0,\N,27,9,1:38.422,197.955,11,6378,9,13,1:35.438,1:35.034,\N,ERI,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
949,2016,3,Bahrain Grand Prix,2016-04-03,2016-04-02,828,15,17,0.0,\N,32,17,1:38.003,198.802,11,6721,9,17,1:32.840,\N,\N,ERI,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,828,15,19,0.0,\N,35,10,1:35.086,204.900,6,7198,9,19,1:32.543,\N,\N,ERI,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,828,15,17,2.0,\N,26,15,1:35.093,204.885,11,7576,9,17,1:31.063,\N,\N,ERI,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
929,2015,3,Bahrain Grand Prix,2015-04-19,2015-04-18,831,15,12,0.0,\N,43,7,1:38.216,198.370,11,6377,12,12,1:35.310,1:34.737,\N,NAS,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
949,2016,3,Bahrain Grand Prix,2016-04-03,2016-04-02,831,15,21,0.0,\N,49,5,1:35.360,204.312,11,6726,12,22,1:34.388,\N,\N,NAS,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
971,2017,3,Bahrain Grand Prix,2017-04-16,2017-04-15,836,15,13,0.0,\N,43,17,1:36.786,201.301,11,7192,94,13,1:31.995,1:31.414,\N,WEH,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
990,2018,3,Bahrain Grand Prix,2018-04-08,2018-04-07,844,15,19,0.0,\N,35,14,1:35.075,204.924,11,7578,16,19,1:31.420,\N,\N,LEC,sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,2,2,14,0.0,\N,52,16,1:35.924,203.110,11,3059,6,14,1:33.377,1:33.562,\N,HEI,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,2,2,6,5.0,5475379,48,2,1:33.565,208.231,1,50,3,6,1:33.137,1:31.909,1:33.737,HEI,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,2,2,5,5.0,5621346,38,5,1:34.470,206.236,1,417,9,5,1:33.164,1:32.154,1:33.404,HEI,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
53,2006,3,Bahrain Grand Prix,2006-03-12,2006-03-11,2,2,10,0.0,\N,26,14,1:33.772,207.772,11,752,16,10,1:33.374,1:31.958,1:33.926,HEI,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,9,2,13,0.0,\N,50,13,1:35.706,203.573,11,3058,5,13,1:33.495,1:33.487,\N,KUB,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,9,2,1,6.0,5471968,55,5,1:33.775,207.765,1,45,4,1,1:32.893,1:31.745,1:33.096,KUB,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,9,2,6,3.0,5653044,46,6,1:34.819,205.477,1,418,10,6,1:33.348,1:32.292,1:33.710,KUB,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
53,2006,3,Bahrain Grand Prix,2006-03-12,2006-03-11,35,2,11,0.0,\N,20,13,1:33.694,207.945,5,753,17,11,1:33.882,1:32.456,\N,VIL,bmw_sauber,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,17,9,18,0.0,5575823,50,8,1:35.165,204.730,1,3064,14,19,1:34.038,\N,\N,WEB,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,17,9,11,2.0,5512443,51,8,1:34.305,206.597,1,55,10,11,1:33.194,1:32.371,\N,WEB,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,17,9,8,0.0,\N,37,12,1:35.705,203.575,6,420,15,8,1:33.496,1:32.808,1:34.106,WEB,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,17,9,6,4.0,6006756,45,3,1:59.487,189.781,1,3331,6,6,1:55.298,1:54.318,1:55.284,WEB,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,17,9,3,12.0,5749778,45,6,1:37.437,199.956,1,5040,2,3,1:34.015,1:33.311,1:32.637,WEB,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,17,9,7,6.0,5797742,52,13,1:38.557,197.684,1,5512,2,5,1:33.966,1:33.098,1:33.078,WEB,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
4,2009,3,Bahrain Grand Prix,2009-04-26,2009-04-25,20,9,3,8.0,5515369,16,4,1:34.756,205.614,1,3048,15,3,1:32.680,1:32.474,1:34.015,VET,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
337,2010,3,Bahrain Grand Prix,2010-03-14,2010-03-13,20,9,1,12.0,5999195,32,12,2:00.218,188.627,1,3326,5,1,1:55.029,1:53.883,1:54.101,VET,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
863,2012,3,Bahrain Grand Prix,2012-04-22,2012-04-21,20,9,1,25.0,5710990,41,1,1:36.379,202.151,1,5038,1,1,1:34.308,1:33.527,1:32.422,VET,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
883,2013,3,Bahrain Grand Prix,2013-04-21,2013-04-20,20,9,2,25.0,5760498,55,1,1:36.961,200.938,1,5509,1,2,1:33.327,1:32.746,1:32.584,VET,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
902,2014,3,Bahrain Grand Prix,2014-04-06,2014-04-05,20,9,10,8.0,6012622,18,6,1:39.312,196.181,1,5914,1,11,1:35.549,1:34.985,\N,VET,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
20,2008,3,Bahrain Grand Prix,2008-04-06,2008-04-05,14,9,17,0.0,\N,43,16,1:35.351,204.331,11,61,9,17,1:33.433,\N,\N,COU,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
38,2007,3,Bahrain Grand Prix,2007-04-15,2007-04-14,14,9,21,0.0,\N,34,9,1:35.384,204.260,30,433,14,21,1:35.341,\N,\N,COU,red_bull,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7
